,Review,Review_norm,review_tokens,review_tokens_SR
162,official store avoskin sangat mengecewakan beli produk ini di bulan juni dikirim produk dengan exp date padahal pao produk bulan ngga heran di etalase toko banyak jualin produk murah yg mepet exp date tapi produk yg saya beli ini produk harga normal yg didiskon bukan produk yg dikasih keterangan mepet exp date saran mending beli produk avoskin di official store lain yg jual produk mereka beneran deh lebih mahal sedikit gapapa daripada dikasih produk mepet exp date ini official store brandnya langsung loh parah banget pelayanannya baru kali ini ada official skincare yg mau mengorbankan kepercayaan customer cuma buat menghabiskan stock produk lama,official store avoskin sangat mengecewakan beli produk ini di bulan juni dikirim produk dengan exp date padahal pao produk bulan enggak heran di etalase toko banyak jualin produk murah yang mepet exp date tapi produk yang saya beli ini produk harga normal yang didiskon bukan produk yang dikasih keterangan mepet exp date saran mending beli produk avoskin di official store lain yang jual produk mereka benaran deh lebih mahal sedikit gapapa daripada dikasih produk mepet exp date ini official store brandnya langsung loh parah banget pelayanannya baru kali ini ada official skincare yang mau mengorbankan kepercayaan customer cuma buat menghabiskan stock produk lama,"['official', 'store', 'avoskin', 'sangat', 'mengecewakan', 'beli', 'produk', 'ini', 'di', 'bulan', 'juni', 'dikirim', 'produk', 'dengan', 'exp', 'date', 'padahal', 'pao', 'produk', 'bulan', 'enggak', 'heran', 'di', 'etalase', 'toko', 'banyak', 'jualin', 'produk', 'murah', 'yang', 'mepet', 'exp', 'date', 'tapi', 'produk', 'yang', 'saya', 'beli', 'ini', 'produk', 'harga', 'normal', 'yang', 'didiskon', 'bukan', 'produk', 'yang', 'dikasih', 'keterangan', 'mepet', 'exp', 'date', 'saran', 'mending', 'beli', 'produk', 'avoskin', 'di', 'official', 'store', 'lain', 'yang', 'jual', 'produk', 'mereka', 'benaran', 'deh', 'lebih', 'mahal', 'sedikit', 'gapapa', 'daripada', 'dikasih', 'produk', 'mepet', 'exp', 'date', 'ini', 'official', 'store', 'brandnya', 'langsung', 'loh', 'parah', 'banget', 'pelayanannya', 'baru', 'kali', 'ini', 'ada', 'official', 'skincare', 'yang', 'mau', 'mengorbankan', 'kepercayaan', 'customer', 'cuma', 'buat', 'menghabiskan', 'stock', 'produk', 'lama']","['official', 'store', 'avoskin', 'mengecewakan', 'beli', 'produk', 'juni', 'dikirim', 'produk', 'exp', 'date', 'pao', 'produk', 'heran', 'etalase', 'toko', 'jualin', 'produk', 'murah', 'mepet', 'exp', 'date', 'produk', 'beli', 'produk', 'harga', 'normal', 'didiskon', 'produk', 'dikasih', 'keterangan', 'mepet', 'exp', 'date', 'saran', 'mending', 'beli', 'produk', 'avoskin', 'official', 'store', 'jual', 'produk', 'benaran', 'deh', 'mahal', 'gapapa', 'dikasih', 'produk', 'mepet', 'exp', 'date', 'official', 'store', 'brandnya', 'langsung', 'loh', 'parah', 'banget', 'pelayanannya', 'kali', 'official', 'skincare', 'mengorbankan', 'kepercayaan', 'customer', 'menghabiskan', 'stock', 'produk']"
163,sayang sekali di deskripsi tertulis akan dikirim produk dengan tgl exp tapi yang dikirim tgl exp sebaiknya lebih dicek lg untuk produk yg dikirim jgn asal walau hanya selisih sebulan untuk proses pengembalian jg tidak efektif di diskusi dan penulisan alat dikasih yang berbeda customer sudah malas duluan untuk proses klaim pengembalian dan refund nya,sayang sekali di deskripsi tertulis akan dikirim produk dengan tanggal exp tapi yang dikirim tanggal exp sebaiknya lebih dicek lagi untuk produk yang dikirim jangan asal walau hanya selisih sebulan untuk proses pengembalian juga tidak efektif di diskusi dan penulisan alat dikasih yang berbeda customer sudah malas duluan untuk proses klaim pengembalian dan refund nya,"['sayang', 'sekali', 'di', 'deskripsi', 'tertulis', 'akan', 'dikirim', 'produk', 'dengan', 'tanggal', 'exp', 'tapi', 'yang', 'dikirim', 'tanggal', 'exp', 'sebaiknya', 'lebih', 'dicek', 'lagi', 'untuk', 'produk', 'yang', 'dikirim', 'jangan', 'asal', 'walau', 'hanya', 'selisih', 'sebulan', 'untuk', 'proses', 'pengembalian', 'juga', 'tidak', 'efektif', 'di', 'diskusi', 'dan', 'penulisan', 'alat', 'dikasih', 'yang', 'berbeda', 'customer', 'sudah', 'malas', 'duluan', 'untuk', 'proses', 'klaim', 'pengembalian', 'dan', 'refund', 'nya']","['sayang', 'deskripsi', 'tertulis', 'dikirim', 'produk', 'tanggal', 'exp', 'dikirim', 'tanggal', 'exp', 'dicek', 'produk', 'dikirim', 'selisih', 'sebulan', 'proses', 'pengembalian', 'efektif', 'diskusi', 'penulisan', 'alat', 'dikasih', 'berbeda', 'customer', 'malas', 'duluan', 'proses', 'klaim', 'pengembalian', 'refund', 'nya']"
164,dapat produk expired date sangat dekat dgn tgl kadaluarsanya tanpa pemberitahuan dahulu saya sertakan bukti foto bahwa produk saat saya beli tidak ada himbauan bahwa produk expired dalam waktu dekat pengiriman juga lama sekali lalu respon admin juga lama,dapat produk expired date sangat dekat dengan tanggal kadaluarsanya tanpa pemberitahuan dahulu saya sertakan bukti foto bahwa produk saat saya beli tidak ada himbauan bahwa produk expired dalam waktu dekat pengiriman juga lama sekali lalu respon admin juga lama,"['dapat', 'produk', 'expired', 'date', 'sangat', 'dekat', 'dengan', 'tanggal', 'kadaluarsanya', 'tanpa', 'pemberitahuan', 'dahulu', 'saya', 'sertakan', 'bukti', 'foto', 'bahwa', 'produk', 'saat', 'saya', 'beli', 'tidak', 'ada', 'himbauan', 'bahwa', 'produk', 'expired', 'dalam', 'waktu', 'dekat', 'pengiriman', 'juga', 'lama', 'sekali', 'lalu', 'respon', 'admin', 'juga', 'lama']","['produk', 'expired', 'date', 'tanggal', 'kadaluarsanya', 'pemberitahuan', 'sertakan', 'bukti', 'foto', 'produk', 'beli', 'himbauan', 'produk', 'expired', 'pengiriman', 'respon', 'admin']"
165,dikasih yg exp padahal official store dan barang nya terjual sudah banyak masa masih ada yg produk tahun kemarin yg masih ada dan pembeli yg bln lalu dapat yg exp apakah karena barang diskonan jadi dikasih batch tahun lalu hmm,dikasih yang exp padahal official store dan barang nya terjual sudah banyak masa masih ada yang produk tahun kemarin yang masih ada dan pembeli yang bulan lalu dapat yang exp apakah karena barang diskonan jadi dikasih batch tahun lalu hmm,"['dikasih', 'yang', 'exp', 'padahal', 'official', 'store', 'dan', 'barang', 'nya', 'terjual', 'sudah', 'banyak', 'masa', 'masih', 'ada', 'yang', 'produk', 'tahun', 'kemarin', 'yang', 'masih', 'ada', 'dan', 'pembeli', 'yang', 'bulan', 'lalu', 'dapat', 'yang', 'exp', 'apakah', 'karena', 'barang', 'diskonan', 'jadi', 'dikasih', 'batch', 'tahun', 'lalu', 'hmm']","['dikasih', 'exp', 'official', 'store', 'barang', 'nya', 'terjual', 'produk', 'kemarin', 'pembeli', 'exp', 'barang', 'diskonan', 'dikasih', 'batch', 'hmm']"
166,panass buanget sudah chat admin bilang gpp setiap pake nyelekit,panass banget sudah chat admin bilang enggak apa-apa setiap pakai nyelekit,"['panass', 'banget', 'sudah', 'chat', 'admin', 'bilang', 'enggak', 'apa-apa', 'setiap', 'pakai', 'nyelekit']","['panass', 'banget', 'chat', 'admin', 'bilang', 'apa-apa', 'pakai', 'nyelekit']"
167,tidak cocok di kulit aku yang sensitif menyebabkan iritasi kemerahaan di daerah dagu,tidak cocok di kulit aku yang sensitif menyebabkan iritasi kemerahaan di daerah dagu,"['tidak', 'cocok', 'di', 'kulit', 'aku', 'yang', 'sensitif', 'menyebabkan', 'iritasi', 'kemerahaan', 'di', 'daerah', 'dagu']","['cocok', 'kulit', 'sensitif', 'menyebabkan', 'iritasi', 'kemerahaan', 'daerah', 'dagu']"
168,isinya kosong,isinya kosong,"['isinya', 'kosong']","['isinya', 'kosong']"
169,cuma bisa digunakan bulan kedepan karna exp date nya sangat mepet heran kenapa yaa toko nya cuma jual retinol yg udh dekat dgn exp date saya lihat gak ada pilihan lain cuma ini satu nya retinol ampoule pengiriman sangaaaaaaaaaat lama barang dikirim dari makasar packing gak aman karna dikirim dengan kardus yg gampang penyok inti nya sangat mengecewakan masa pakai cuma bulan sebelum exp date karna retinol tidak dipakai setiap hari jadi kemungkinan habis nya mungkin akan sangat lama saya lihat banyak keluhan exp date ini buat yg mau beli hati deh buat apa beli murah klo masa pakai nya cuma sebentar,cuma bisa digunakan bulan kedepan karena exp date nya sangat mepet heran kenapa ya toko nya cuma jual retinol yang sudah dekat dengan exp date saya lihat enggak ada pilihan lain cuma ini satu nya retinol ampoule pengiriman sangaaaaaaaaaat lama barang dikirim dari makasar packing enggak aman karena dikirim dengan kardus yang gampang penyok inti nya sangat mengecewakan masa pakai cuma bulan sebelum exp date karena retinol tidak dipakai setiap hari jadi kemungkinan habis nya mungkin akan sangat lama saya lihat banyak keluhan exp date ini buat yang mau beli hati deh buat apa beli murah kalo masa pakai nya cuma sebentar,"['cuma', 'bisa', 'digunakan', 'bulan', 'kedepan', 'karena', 'exp', 'date', 'nya', 'sangat', 'mepet', 'heran', 'kenapa', 'ya', 'toko', 'nya', 'cuma', 'jual', 'retinol', 'yang', 'sudah', 'dekat', 'dengan', 'exp', 'date', 'saya', 'lihat', 'enggak', 'ada', 'pilihan', 'lain', 'cuma', 'ini', 'satu', 'nya', 'retinol', 'ampoule', 'pengiriman', 'sangaaaaaaaaaat', 'lama', 'barang', 'dikirim', 'dari', 'makasar', 'packing', 'enggak', 'aman', 'karena', 'dikirim', 'dengan', 'kardus', 'yang', 'gampang', 'penyok', 'inti', 'nya', 'sangat', 'mengecewakan', 'masa', 'pakai', 'cuma', 'bulan', 'sebelum', 'exp', 'date', 'karena', 'retinol', 'tidak', 'dipakai', 'setiap', 'hari', 'jadi', 'kemungkinan', 'habis', 'nya', 'mungkin', 'akan', 'sangat', 'lama', 'saya', 'lihat', 'banyak', 'keluhan', 'exp', 'date', 'ini', 'buat', 'yang', 'mau', 'beli', 'hati', 'deh', 'buat', 'apa', 'beli', 'murah', 'kalo', 'masa', 'pakai', 'nya', 'cuma', 'sebentar']","['kedepan', 'exp', 'date', 'nya', 'mepet', 'heran', 'ya', 'toko', 'nya', 'jual', 'retinol', 'exp', 'date', 'lihat', 'pilihan', 'nya', 'retinol', 'ampoule', 'pengiriman', 'sangaaaaaaaaaat', 'barang', 'dikirim', 'makasar', 'packing', 'aman', 'dikirim', 'kardus', 'gampang', 'penyok', 'inti', 'nya', 'mengecewakan', 'pakai', 'exp', 'date', 'retinol', 'dipakai', 'habis', 'nya', 'lihat', 'keluhan', 'exp', 'date', 'beli', 'hati', 'deh', 'beli', 'murah', 'kalo', 'pakai', 'nya', 'sebentar']"
170,pengiriman lama disaat seller skincare laen berlomba lomba untuk mempercepat pengiriman san avoskin malah dengan percaya dirinya berlarut larut ngirim ini produk mana produknya  aja cih,pengiriman lama disaat seller skincare lain berlomba lomba untuk mempercepat pengiriman san avoskin malah dengan percaya dirinya berlarut larut mengirim ini produk mana produknya  saja cih,"['pengiriman', 'lama', 'disaat', 'seller', 'skincare', 'lain', 'berlomba', 'lomba', 'untuk', 'mempercepat', 'pengiriman', 'san', 'avoskin', 'malah', 'dengan', 'percaya', 'dirinya', 'berlarut', 'larut', 'mengirim', 'ini', 'produk', 'mana', 'produknya', 'saja', 'cih']","['pengiriman', 'disaat', 'seller', 'skincare', 'berlomba', 'lomba', 'mempercepat', 'pengiriman', 'san', 'avoskin', 'percaya', 'berlarut', 'larut', 'mengirim', 'produk', 'produknya', 'cih']"
171,saya tidak terima barang tapi di selesaikan saya sangat kecewa,saya tidak terima barang tapi di selesaikan saya sangat kecewa,"['saya', 'tidak', 'terima', 'barang', 'tapi', 'di', 'selesaikan', 'saya', 'sangat', 'kecewa']","['terima', 'barang', 'selesaikan', 'kecewa']"
172,barang yang di kirim mendekati batas exp exp nya maret sedangkan belinya september ngga ada satu tahun barang bulan sebelum kadaluwarsa jarak kadaluwarsa dan waktu belinya memang sepertinya sih stok lama nyatanya di kirim dari medan padahal biasa beli di kirim dari jogja semua baru kali ini di kirim dari medan padahal kemarin beli toner nya aja exp februari padahal official store lho tau gini mending beli di sociolla atau di website avoskin langsung deh kapok beli serumnya di official store avoskin toped,barang yang di kirim mendekati batas exp exp nya maret sedangkan belinya september enggak ada satu tahun barang bulan sebelum kadaluwarsa jarak kadaluwarsa dan waktu belinya memang sepertinya sih stok lama nyatanya di kirim dari medan padahal biasa beli di kirim dari jogja semua baru kali ini di kirim dari medan padahal kemarin beli toner nya saja exp februari padahal official store lho tau begini mending beli di sociolla atau di website avoskin langsung deh kapok beli serumnya di official store avoskin toped,"['barang', 'yang', 'di', 'kirim', 'mendekati', 'batas', 'exp', 'exp', 'nya', 'maret', 'sedangkan', 'belinya', 'september', 'enggak', 'ada', 'satu', 'tahun', 'barang', 'bulan', 'sebelum', 'kadaluwarsa', 'jarak', 'kadaluwarsa', 'dan', 'waktu', 'belinya', 'memang', 'sepertinya', 'sih', 'stok', 'lama', 'nyatanya', 'di', 'kirim', 'dari', 'medan', 'padahal', 'biasa', 'beli', 'di', 'kirim', 'dari', 'jogja', 'semua', 'baru', 'kali', 'ini', 'di', 'kirim', 'dari', 'medan', 'padahal', 'kemarin', 'beli', 'toner', 'nya', 'saja', 'exp', 'februari', 'padahal', 'official', 'store', 'lho', 'tau', 'begini', 'mending', 'beli', 'di', 'sociolla', 'atau', 'di', 'website', 'avoskin', 'langsung', 'deh', 'kapok', 'beli', 'serumnya', 'di', 'official', 'store', 'avoskin', 'toped']","['barang', 'kirim', 'mendekati', 'batas', 'exp', 'exp', 'nya', 'maret', 'belinya', 'september', 'barang', 'kadaluwarsa', 'jarak', 'kadaluwarsa', 'belinya', 'sih', 'stok', 'kirim', 'medan', 'beli', 'kirim', 'jogja', 'kali', 'kirim', 'medan', 'kemarin', 'beli', 'toner', 'nya', 'exp', 'februari', 'official', 'store', 'lho', 'tau', 'mending', 'beli', 'sociolla', 'website', 'avoskin', 'langsung', 'deh', 'kapok', 'beli', 'serumnya', 'official', 'store', 'avoskin', 'toped']"
173,sayang banget dpt sabun nya kaya gtu ada bercak nya padahal kalo normal itu warna full orange sempet complain dan diretur setelah dikirim balik tp dpt sabun yg sama kaya gtu lagi jadi males mau complain lagi yasudahlah,sayang banget dapat sabun nya kayak begitu ada bercak nya padahal kalo normal itu warna full orange sempat complain dan diretur setelah dikirim balik tapi dapat sabun yang sama kayak begitu lagi jadi malas mau complain lagi yasudahlah,"['sayang', 'banget', 'dapat', 'sabun', 'nya', 'kayak', 'begitu', 'ada', 'bercak', 'nya', 'padahal', 'kalo', 'normal', 'itu', 'warna', 'full', 'orange', 'sempat', 'complain', 'dan', 'diretur', 'setelah', 'dikirim', 'balik', 'tapi', 'dapat', 'sabun', 'yang', 'sama', 'kayak', 'begitu', 'lagi', 'jadi', 'malas', 'mau', 'complain', 'lagi', 'yasudahlah']","['sayang', 'banget', 'sabun', 'nya', 'kayak', 'bercak', 'nya', 'kalo', 'normal', 'warna', 'full', 'orange', 'complain', 'diretur', 'dikirim', 'sabun', 'kayak', 'malas', 'complain', 'yasudahlah']"
174,kecewa ama produk ni kualitas produk gak sesuai dengan harga nya gak bisa menyerap dengan baik wkt pakai pas keringnya jadi lapisan kyk kulit mati gitu ke gosok dikit aja langsung mengelupas,kecewa sama produk nih kualitas produk enggak sesuai dengan harga nya enggak bisa menyerap dengan baik waktu pakai pas keringnya jadi lapisan kayak kulit mati begitu ke gosok dikit saja langsung mengelupas,"['kecewa', 'sama', 'produk', 'nih', 'kualitas', 'produk', 'enggak', 'sesuai', 'dengan', 'harga', 'nya', 'enggak', 'bisa', 'menyerap', 'dengan', 'baik', 'waktu', 'pakai', 'pas', 'keringnya', 'jadi', 'lapisan', 'kayak', 'kulit', 'mati', 'begitu', 'ke', 'gosok', 'dikit', 'saja', 'langsung', 'mengelupas']","['kecewa', 'produk', 'nih', 'kualitas', 'produk', 'sesuai', 'harga', 'nya', 'menyerap', 'pakai', 'pas', 'keringnya', 'lapisan', 'kayak', 'kulit', 'mati', 'gosok', 'dikit', 'langsung', 'mengelupas']"
175,saya tidak menerima product ini karena kurir sicepat mengalami kesalahan pengiriman namun pengajuan refund ditolak terima kasih,saya tidak menerima product ini karena kurir sicepat mengalami kesalahan pengiriman namun pengajuan refund ditolak terima kasih,"['saya', 'tidak', 'menerima', 'product', 'ini', 'karena', 'kurir', 'sicepat', 'mengalami', 'kesalahan', 'pengiriman', 'namun', 'pengajuan', 'refund', 'ditolak', 'terima', 'kasih']","['menerima', 'product', 'kurir', 'sicepat', 'mengalami', 'kesalahan', 'pengiriman', 'pengajuan', 'refund', 'ditolak', 'terima', 'kasih']"
176,isinya cuman bisa dipake kali,isinya cuman bisa dipakai kali,"['isinya', 'cuman', 'bisa', 'dipakai', 'kali']","['isinya', 'cuman', 'dipakai', 'kali']"
177,paket dalam keadaan basah karna bocor akibat dari tutup botol yg tidak kenceng padahal kondisi packing masih sealed produk tidak di lilit oleh kertas pengamannya hanya di taruh aja di atas produk bisa dilihat ini salah dari seller dan permintaan ganti produk di tolak seller jadinya ke pengembalian dana dari pihak asuransi padahal mau barangnya,paket dalam keadaan basah karena bocor akibat dari tutup botol yang tidak kencang padahal kondisi packing masih sealed produk tidak di lilit oleh kertas pengamannya hanya di taruh saja di atas produk bisa dilihat ini salah dari seller dan permintaan ganti produk di tolak seller jadinya ke pengembalian dana dari pihak asuransi padahal mau barangnya,"['paket', 'dalam', 'keadaan', 'basah', 'karena', 'bocor', 'akibat', 'dari', 'tutup', 'botol', 'yang', 'tidak', 'kencang', 'padahal', 'kondisi', 'packing', 'masih', 'sealed', 'produk', 'tidak', 'di', 'lilit', 'oleh', 'kertas', 'pengamannya', 'hanya', 'di', 'taruh', 'saja', 'di', 'atas', 'produk', 'bisa', 'dilihat', 'ini', 'salah', 'dari', 'seller', 'dan', 'permintaan', 'ganti', 'produk', 'di', 'tolak', 'seller', 'jadinya', 'ke', 'pengembalian', 'dana', 'dari', 'pihak', 'asuransi', 'padahal', 'mau', 'barangnya']","['paket', 'basah', 'bocor', 'akibat', 'tutup', 'botol', 'kencang', 'kondisi', 'packing', 'sealed', 'produk', 'lilit', 'kertas', 'pengamannya', 'taruh', 'produk', 'salah', 'seller', 'permintaan', 'ganti', 'produk', 'tolak', 'seller', 'pengembalian', 'dana', 'asuransi', 'barangnya']"
178,sangat kecewa beli paket toner serum yg dtg cuma tonernya aja serumnya ngga ada karena udah percaya duluan jadi ga ada video unboxing abisin uang jadi musti beli serumnya lg,sangat kecewa beli paket toner serum yang datang cuma tonernya saja serumnya enggak ada karena sudah percaya duluan jadi enggak ada video unboxing abisin uang jadi musti beli serumnya lagi,"['sangat', 'kecewa', 'beli', 'paket', 'toner', 'serum', 'yang', 'datang', 'cuma', 'tonernya', 'saja', 'serumnya', 'enggak', 'ada', 'karena', 'sudah', 'percaya', 'duluan', 'jadi', 'enggak', 'ada', 'video', 'unboxing', 'abisin', 'uang', 'jadi', 'musti', 'beli', 'serumnya', 'lagi']","['kecewa', 'beli', 'paket', 'toner', 'serum', 'tonernya', 'serumnya', 'percaya', 'duluan', 'video', 'unboxing', 'abisin', 'uang', 'musti', 'beli', 'serumnya']"
179,isinya habis bis basah kuyup kapok beli disini lagi udh komplain bilangnya packing sudah aman pdhal dari saya buka paket tutup botol kebuka dan isi habis gak mau disalahin kecewa pokoknya,isinya habis bis basah kuyup kapok beli disini lagi sudah komplain bilangnya packing sudah aman padahal dari saya buka paket tutup botol kebuka dan isi habis enggak mau disalahin kecewa pokoknya,"['isinya', 'habis', 'bis', 'basah', 'kuyup', 'kapok', 'beli', 'disini', 'lagi', 'sudah', 'komplain', 'bilangnya', 'packing', 'sudah', 'aman', 'padahal', 'dari', 'saya', 'buka', 'paket', 'tutup', 'botol', 'kebuka', 'dan', 'isi', 'habis', 'enggak', 'mau', 'disalahin', 'kecewa', 'pokoknya']","['isinya', 'habis', 'bis', 'basah', 'kuyup', 'kapok', 'beli', 'komplain', 'bilangnya', 'packing', 'aman', 'buka', 'paket', 'tutup', 'botol', 'kebuka', 'isi', 'habis', 'disalahin', 'kecewa', 'pokoknya']"
180,pesanan datang tidak sesuai pesan perfect divine combo yg datang miraculous dark spot dilihat dari harga sudah jelas selisihnya serum ysb konfirmasi via chat disuruh menunggu terus akhirnya tidak bisa diretur karena shipping label blur padahal waktu sampai di tempat saya ya sudah blur seperti itu sayangnya tidak sempat buat video unboxing karena ini sudah pesanan ke dan setiap saya pesan sebelumnya tidak pernah ada kesalahan padahal setiap pesan selalu dalam jumlah yg tidak sedikit tolong lebih hati hati lg dan jika syarat retur adalah shipping label yg jelas tingkatkan kualitas shipping label kalian agar bisa saat sampai ke pelanggan tidak blur dan dibuat database agar bisa mengecek pesanan yg sudah dikirimkan ke pelanggan apa saja sudah saatnya ganti ke produk yg after sales servicenya lebih baik semoga ulasan saya tidak dihapus,pesanan datang tidak sesuai pesan perfect divine combo yang datang miraculous dark spot dilihat dari harga sudah jelas selisihnya serum ysb konfirmasi via chat disuruh menunggu terus akhirnya tidak bisa diretur karena shipping label blur padahal waktu sampai di tempat saya ya sudah blur seperti itu sayangnya tidak sempat buat video unboxing karena ini sudah pesanan ke dan setiap saya pesan sebelumnya tidak pernah ada kesalahan padahal setiap pesan selalu dalam jumlah yang tidak sedikit tolong lebih hati hati lagi dan jika syarat retur adalah shipping label yang jelas tingkatkan kualitas shipping label kalian agar bisa saat sampai ke pelanggan tidak blur dan dibuat database agar bisa mengecek pesanan yang sudah dikirimkan ke pelanggan apa saja sudah saatnya ganti ke produk yang after sales servicenya lebih baik semoga ulasan saya tidak dihapus,"['pesanan', 'datang', 'tidak', 'sesuai', 'pesan', 'perfect', 'divine', 'combo', 'yang', 'datang', 'miraculous', 'dark', 'spot', 'dilihat', 'dari', 'harga', 'sudah', 'jelas', 'selisihnya', 'serum', 'ysb', 'konfirmasi', 'via', 'chat', 'disuruh', 'menunggu', 'terus', 'akhirnya', 'tidak', 'bisa', 'diretur', 'karena', 'shipping', 'label', 'blur', 'padahal', 'waktu', 'sampai', 'di', 'tempat', 'saya', 'ya', 'sudah', 'blur', 'seperti', 'itu', 'sayangnya', 'tidak', 'sempat', 'buat', 'video', 'unboxing', 'karena', 'ini', 'sudah', 'pesanan', 'ke', 'dan', 'setiap', 'saya', 'pesan', 'sebelumnya', 'tidak', 'pernah', 'ada', 'kesalahan', 'padahal', 'setiap', 'pesan', 'selalu', 'dalam', 'jumlah', 'yang', 'tidak', 'sedikit', 'tolong', 'lebih', 'hati', 'hati', 'lagi', 'dan', 'jika', 'syarat', 'retur', 'adalah', 'shipping', 'label', 'yang', 'jelas', 'tingkatkan', 'kualitas', 'shipping', 'label', 'kalian', 'agar', 'bisa', 'saat', 'sampai', 'ke', 'pelanggan', 'tidak', 'blur', 'dan', 'dibuat', 'database', 'agar', 'bisa', 'mengecek', 'pesanan', 'yang', 'sudah', 'dikirimkan', 'ke', 'pelanggan', 'apa', 'saja', 'sudah', 'saatnya', 'ganti', 'ke', 'produk', 'yang', 'after', 'sales', 'servicenya', 'lebih', 'baik', 'semoga', 'ulasan', 'saya', 'tidak', 'dihapus']","['pesanan', 'sesuai', 'pesan', 'perfect', 'divine', 'combo', 'miraculous', 'dark', 'spot', 'harga', 'selisihnya', 'serum', 'ysb', 'konfirmasi', 'via', 'chat', 'disuruh', 'menunggu', 'diretur', 'shipping', 'label', 'blur', 'ya', 'blur', 'sayangnya', 'video', 'unboxing', 'pesanan', 'pesan', 'kesalahan', 'pesan', 'tolong', 'hati', 'hati', 'syarat', 'retur', 'shipping', 'label', 'tingkatkan', 'kualitas', 'shipping', 'label', 'pelanggan', 'blur', 'database', 'mengecek', 'pesanan', 'dikirimkan', 'pelanggan', 'ganti', 'produk', 'after', 'sales', 'servicenya', 'semoga', 'ulasan', 'dihapus']"
181,pas datang cream nya warna nya bukan putih tp coklat setelah beberapa  jelaskan kasih histori sampai disuruh isi data baru di kirim kurir untuk pick up skrg lg menunggu gmn apakah ada pergantian krn blm dikabarin sama sekali entah krn cream nya clearance apa gmn kecewa aja krn memang butuh banget,pas datang cream nya warna nya bukan putih tapi coklat setelah beberapa  jelaskan kasih histori sampai disuruh isi data baru di kirim kurir untuk pick up sekarang lagi menunggu bagaimana apakah ada pergantian karena belum dikabarin sama sekali entah karena cream nya clearance apa bagaimana kecewa saja karena memang butuh banget,"['pas', 'datang', 'cream', 'nya', 'warna', 'nya', 'bukan', 'putih', 'tapi', 'coklat', 'setelah', 'beberapa', 'jelaskan', 'kasih', 'histori', 'sampai', 'disuruh', 'isi', 'data', 'baru', 'di', 'kirim', 'kurir', 'untuk', 'pick', 'up', 'sekarang', 'lagi', 'menunggu', 'bagaimana', 'apakah', 'ada', 'pergantian', 'karena', 'belum', 'dikabarin', 'sama', 'sekali', 'entah', 'karena', 'cream', 'nya', 'clearance', 'apa', 'bagaimana', 'kecewa', 'saja', 'karena', 'memang', 'butuh', 'banget']","['pas', 'cream', 'nya', 'warna', 'nya', 'putih', 'coklat', 'kasih', 'histori', 'disuruh', 'isi', 'data', 'kirim', 'kurir', 'pick', 'up', 'menunggu', 'pergantian', 'dikabarin', 'cream', 'nya', 'clearance', 'kecewa', 'butuh', 'banget']"
182,kemasan tidak aman tp barangnya kaca semua pecah dimana,kemasan tidak aman tapi barangnya kaca semua pecah dimana,"['kemasan', 'tidak', 'aman', 'tapi', 'barangnya', 'kaca', 'semua', 'pecah', 'dimana']","['kemasan', 'aman', 'barangnya', 'kaca', 'pecah', 'dimana']"
183,baru kali ini beli barang expirednya deket banget kecewa banget,baru kali ini beli barang expirednya dekat banget kecewa banget,"['baru', 'kali', 'ini', 'beli', 'barang', 'expirednya', 'dekat', 'banget', 'kecewa', 'banget']","['kali', 'beli', 'barang', 'expirednya', 'banget', 'kecewa', 'banget']"
184,barang sudah mau exp,barang sudah mau exp,"['barang', 'sudah', 'mau', 'exp']","['barang', 'exp']"
185,pengiriman lama exp nya ga sampai bln sedangkan skincare pakai nya kan lama padahal official store,pengiriman lama exp nya enggak sampai bulan sedangkan skincare pakai nya kan lama padahal official store,"['pengiriman', 'lama', 'exp', 'nya', 'enggak', 'sampai', 'bulan', 'sedangkan', 'skincare', 'pakai', 'nya', 'kan', 'lama', 'padahal', 'official', 'store']","['pengiriman', 'exp', 'nya', 'skincare', 'pakai', 'nya', 'official', 'store']"
186,padahal udah bilang kalo salah beli udah deal juga untuk dicancel tapi malah tetep dikirim jadi buang buang uang,padahal sudah bilang kalo salah beli sudah deal juga untuk dicancel tapi malah tetap dikirim jadi buang buang uang,"['padahal', 'sudah', 'bilang', 'kalo', 'salah', 'beli', 'sudah', 'deal', 'juga', 'untuk', 'dicancel', 'tapi', 'malah', 'tetap', 'dikirim', 'jadi', 'buang', 'buang', 'uang']","['bilang', 'kalo', 'salah', 'beli', 'deal', 'dicancel', 'dikirim', 'buang', 'buang', 'uang']"
187, dpt gift pun brgnya aman, dapat gift pun brgnya aman,"['dapat', 'gift', 'pun', 'brgnya', 'aman']","['gift', 'brgnya', 'aman']"
188,saya selalu pesan di sini tapi terakhir saya pesan produk saya pesan hanya di kirim mengecewakan sekali,saya selalu pesan di sini tapi terakhir saya pesan produk saya pesan hanya di kirim mengecewakan sekali,"['saya', 'selalu', 'pesan', 'di', 'sini', 'tapi', 'terakhir', 'saya', 'pesan', 'produk', 'saya', 'pesan', 'hanya', 'di', 'kirim', 'mengecewakan', 'sekali']","['pesan', 'pesan', 'produk', 'pesan', 'kirim', 'mengecewakan']"
